Wall time,Step,Value
1523949304.593705,129315,52702.24609375
1523949519.231784,129515,59335.03125
1523949734.055013,129715,82030.75
1523949841.549196,129815,78894.328125
1523950056.347115,130015,75145.4140625
1523950271.494355,130215,61227.765625
1523950379.007863,130315,58517.3125
1523950486.356948,130415,62082.23046875
1523950860.340573,130748,85301.40625
1523951075.180306,130948,58228.03125
1523951398.215792,131248,72159.0625
1523951505.726749,131348,69943.6328125
1523951721.197685,131548,67028.921875
1523951828.65568,131648,56602.19140625
1523952043.581075,131848,59745.0
1523952368.029728,132148,71457.7265625
1523952583.276597,132348,76599.1171875
1523952691.418608,132448,73339.140625
1523953122.231835,132848,69540.4453125
1523953282.762973,132981,67478.4296875
1523953389.758123,133081,52543.9375
1523953496.55001,133181,60480.1640625
1523954144.138242,133781,86958.328125
1523954358.707035,133981,59573.30078125
1523954575.734038,134181,72416.84375
1523954791.967573,134381,93662.28125
1523954899.046012,134481,70889.84375
1523955221.367017,134781,60494.55859375
1523955328.601873,134881,69304.0625
1523955436.642069,134981,60578.52734375
1523955545.150405,135081,61882.16796875
1523955652.534014,135181,55894.8828125
1523955759.602078,135281,71418.3125
1523956026.791116,135514,54156.05859375
1523956135.484632,135614,76230.46875
1523956459.167314,135914,62296.171875
1523956566.365654,136014,51288.93359375
1523956673.269811,136114,54485.66796875
1523956887.329678,136314,66970.796875
1523956994.35516,136414,75331.015625
1523957101.645213,136514,54774.16796875
1523957208.825977,136614,63757.74609375
1523957532.489382,136914,80535.4765625
1523957639.582153,137014,56247.67578125
1523957854.370662,137214,70399.3359375
1523957961.690915,137314,63120.8125
1523958068.848993,137414,69381.03125
1523958176.398756,137514,55745.03515625
1523958285.81469,137614,59103.23828125
1523958337.378474,137647,46762.640625
1523958444.718303,137747,66395.2421875
1523958551.759813,137847,54276.3359375
1523958768.403848,138047,56278.3828125
1523958875.737287,138147,63862.5234375
1523959090.186401,138347,62280.62890625
1523959306.676843,138547,75240.578125
1523959627.372625,138847,70052.609375
1523959734.22619,138947,73527.6171875
1523959841.330419,139047,70453.03125
1523959948.229278,139147,57978.69140625
1523960055.30392,139247,61796.6171875
1523960162.395692,139347,63667.875
1523960376.297044,139547,60868.57421875
1523960856.657667,139980,51848.5703125
1523961070.504111,140180,62321.5546875
1523961284.431103,140380,78964.9375
1523961498.31588,140580,67595.375
1523961712.196563,140780,59497.0
1523961926.622081,140980,75296.1640625
1523962033.520566,141080,57491.93359375
1523962247.435697,141280,66814.7734375
1523962568.174529,141580,66134.78125
1523962675.607854,141680,66503.9375
1523962782.613133,141780,57486.9765625
1523962889.69466,141880,69557.4375
1523963371.288171,142313,61652.60546875
1523963478.62561,142413,56752.3984375
1523963585.992695,142513,70198.2578125
1523963693.28732,142613,65565.1875
1523964122.088319,143013,63116.01953125
1523964229.372138,143113,72341.9609375
1523964553.756302,143413,67057.3984375
1523964660.965236,143513,65283.62890625
1523964874.986211,143713,73134.8125
1523965303.044878,144113,69666.6171875
1523965410.784369,144213,62144.7265625
1523965517.796324,144313,60424.046875
1523965625.096186,144413,68719.140625
1523965732.205578,144513,60631.15625
1523965839.514445,144613,56194.20703125
1523966105.54115,144846,55727.81640625
1523966429.936134,145146,52169.79296875
1523966751.902516,145446,62369.16015625
1523966859.098064,145546,61745.71484375
1523966966.478637,145646,45635.5234375
1523967073.80717,145746,73677.34375
1523967183.63676,145846,54628.96484375
1523967397.688804,146046,58965.5859375
1523967504.856018,146146,81639.328125
1523967611.712946,146246,60461.9921875
1523967825.78557,146446,81965.375
1523968039.862303,146646,68456.90625
1523968253.878513,146846,77022.0
1523968519.412323,147079,75809.0
1523968626.551122,147179,66101.84375
1523968840.644704,147379,67791.671875
1523968947.569226,147479,59321.5859375
1523969054.759774,147579,72864.875
1523969483.005164,147979,54964.68359375
1523969589.87058,148079,71584.875
1523969803.8706,148279,51308.19140625
1523970018.025409,148479,67520.7890625
1523970125.041986,148579,56984.1875
1523970232.142391,148679,58876.84765625
1523970339.068711,148779,64084.16015625
1523970446.247728,148879,68997.6953125
1523970553.319163,148979,65756.65625
1523970660.512421,149079,53649.99609375
1523970874.779882,149279,65905.2578125
1523970926.330793,149312,80003.6171875
1523971140.784596,149512,74778.40625
1523971247.554691,149612,54342.09375
1523971355.071903,149712,68435.046875
1523971569.155979,149912,69142.6875
1523971783.428612,150112,58911.28515625
1523971997.692157,150312,52718.734375
1523972104.962618,150412,51887.4375
1523972211.911557,150512,64703.88671875
1523972319.310403,150612,58151.8671875
1523972640.415173,150912,49634.15625
1523972747.476414,151012,68560.953125
1523973068.964337,151312,73424.5625
1523973175.96272,151412,72824.8046875
1523973390.326323,151612,62293.515625
1523973441.823048,151645,69866.7578125
1523973548.793026,151745,65808.0625
1523973762.936454,151945,63344.97265625
1523973870.068396,152045,58534.64453125
1523974084.138195,152245,61915.5078125
1523974191.449241,152345,61526.50390625
1523974298.423996,152445,70888.171875
1523974512.579731,152645,54088.140625
1523974619.642521,152745,57341.96875
1523974726.679065,152845,76294.484375
1523975047.96323,153145,68845.3359375
1523975369.321961,153445,69284.890625
1523975691.417709,153745,58847.96484375
1523975908.646426,153945,69037.078125
1523976067.44516,154078,56460.7890625
1523976282.105533,154278,49986.8125
1523976389.294729,154378,71674.46875
1523976496.602826,154478,60053.1640625
1523976603.662875,154578,51726.671875
1523976710.655927,154678,75475.921875
1523976817.614126,154778,49416.4140625
1523976925.09583,154878,58022.78125
1523977032.650323,154978,70400.15625
1523977353.732899,155278,76688.21875
1523977460.580864,155378,69889.1328125
1523977674.34843,155578,64781.5390625
1523977781.156577,155678,71409.9375
1523977888.305866,155778,60297.75
1523977997.111197,155878,58653.30859375
1523978211.027085,156078,70659.625
1523978318.11339,156178,60912.5390625
1523978425.022463,156278,63358.53125
1523978476.352384,156311,48037.5546875
1523978583.273225,156411,59544.80078125
1523978797.714066,156611,66733.96875
1523978904.789133,156711,69001.5390625
1523979119.058188,156911,66409.96875
1523979440.768609,157211,59661.44140625
1523979547.739333,157311,52072.9375
1523979761.71121,157511,70407.6953125
1523979975.70002,157711,75015.015625
1523980082.602611,157811,73176.1953125
1523980189.504913,157911,55045.47265625
1523980403.879267,158111,69213.9453125
1523980510.849624,158211,59859.9765625
1523980617.83239,158311,60287.7265625
1523980724.804435,158411,60636.5234375
1523980938.840828,158611,64698.7265625
1523981097.285507,158744,61866.015625
1523981204.075513,158844,65028.046875
1523981418.056437,159044,65644.40625
1523981632.083539,159244,62396.74609375
1523981739.224434,159344,69701.5390625
1523981953.084973,159544,68486.3984375
1523982060.0965,159644,64288.6171875
