Wall time,Step,Value
1523913627.112395,96353,87973.109375
1523913734.555182,96453,61666.4375
1523913949.171446,96653,76852.734375
1523914163.513289,96853,65643.8359375
1523914270.824867,96953,62987.07421875
1523914378.043758,97053,74722.53125
1523915396.110111,97986,70083.578125
1523915503.099942,98086,71344.1484375
1523915717.145159,98286,79679.21875
1523915824.342751,98386,58095.0625
1523916038.661977,98586,67963.984375
1523916360.368977,98886,89910.25
1523916467.293308,98986,67104.421875
1523916574.326904,99086,74068.796875
1523916896.245215,99386,76633.359375
1523917004.303856,99486,76183.3203125
1523917325.500965,99786,70243.3125
1523917432.974513,99886,73227.2265625
1523917646.937869,100086,63260.28125
1523917754.225811,100186,97437.0
1523917861.120466,100286,67419.0078125
1523917913.369049,100319,98554.890625
1523918236.398397,100619,85746.375
1523918453.999406,100819,81960.546875
1523918561.750781,100919,58914.48046875
1523918669.395443,101019,89215.296875
1523918776.142134,101119,52861.328125
1523918883.192917,101219,75183.9296875
1523918989.880186,101319,77848.7421875
1523919096.809229,101419,74928.90625
1523919203.792925,101519,51013.9765625
1523919418.511187,101719,67483.0078125
1523919632.57624,101919,63934.90625
1523919739.765859,102019,66849.2421875
1523919847.296355,102119,67437.4921875
1523919954.786812,102219,55551.08203125
1523920276.565184,102519,66040.4609375
1523920383.528979,102619,75202.453125
1523920435.633132,102652,75210.640625
1523920542.75195,102752,70737.4140625
1523920650.395687,102852,90640.4375
1523920757.46652,102952,66382.0546875
1523920974.661759,103152,70194.125
1523921618.903377,103752,65899.3359375
1523921833.051114,103952,64516.765625
1523921940.016965,104052,51831.9140625
1523922047.160742,104152,74080.5
1523922154.134297,104252,66496.65625
1523922261.174188,104352,76068.484375
1523922368.563603,104452,72973.0234375
1523922583.072879,104652,68648.453125
1523922691.138265,104752,72824.7578125
1523923174.987105,105185,76538.296875
1523923388.941073,105385,61804.609375
1523923496.172757,105485,79751.90625
1523923924.691092,105885,54707.56640625
1523924247.374408,106185,75496.5625
1523924463.207484,106385,66684.4921875
1523924570.551979,106485,88768.984375
1523924785.887104,106685,76352.4140625
1523925107.39002,106985,72224.953125
1523925214.472445,107085,78954.109375
1523925322.119484,107185,71583.0625
1523925429.060232,107285,66163.546875
1523925480.486795,107318,42375.9453125
1523925592.294987,107418,79172.6953125
1523925703.101192,107518,74035.3203125
1523925814.875409,107618,68454.6484375
1523926037.31458,107818,55717.0390625
1523926148.562174,107918,75827.5390625
1523926582.11895,108318,70679.453125
1523926689.76908,108418,65303.2109375
1523926905.233746,108618,75335.5234375
1523927120.043032,108818,54707.1484375
1523927334.872426,109018,49101.46875
1523927442.487727,109118,68755.90625
1523927765.651626,109418,88838.7890625
1523927981.28622,109618,67606.03125
1523928140.384035,109751,54166.79296875
1523928247.751491,109851,70719.4765625
1523928355.129791,109951,60827.66015625
1523928462.506728,110051,76621.3828125
1523928678.014615,110251,81067.28125
1523929000.196873,110551,68620.734375
1523929107.428104,110651,63166.9921875
1523929214.783216,110751,69176.921875
1523929322.32165,110851,83318.7421875
1523929429.615479,110951,76867.1328125
1523929537.100818,111051,76431.125
1523929645.451683,111151,73019.765625
1523929752.870993,111251,76799.140625
1523929967.73326,111451,76427.4765625
1523930397.319092,111851,74020.78125
1523930504.849188,111951,65846.078125
1523930557.021809,111984,86970.3046875
1523930665.264522,112084,74491.2890625
1523930772.561742,112184,63183.0703125
1523930880.818057,112284,82364.125
1523930988.208048,112384,56601.8203125
1523931095.848892,112484,64840.49609375
1523931203.298428,112584,72845.0703125
1523931310.790325,112684,69421.859375
1523931525.551,112884,86837.421875
1523931633.008206,112984,81827.03125
1523931740.305096,113084,79321.015625
1523932170.22088,113484,62156.30078125
1523932386.240841,113684,83029.7109375
1523932493.843446,113784,64552.3125
1523932601.027841,113884,67843.7734375
1523932708.403087,113984,77574.1171875
1523932815.822616,114084,68419.9296875
1523932923.401364,114184,69804.5859375
1523933082.493051,114317,80993.890625
1523933297.240565,114517,59142.640625
1523933404.827547,114617,82223.0546875
1523933512.666162,114717,70177.6796875
1523933620.040406,114817,55616.71484375
1523933727.532368,114917,62713.73828125
1523934158.59175,115317,60111.171875
1523934266.949135,115417,61598.4921875
1523934374.456632,115517,67814.6796875
1523934481.912372,115617,59203.6015625
1523934589.635326,115717,78545.3515625
1523934696.970085,115817,63197.23828125
1523934912.000143,116017,65506.3359375
1523935127.313462,116217,81681.1328125
1523935234.582812,116317,60306.7421875
1523935449.410108,116517,65958.5
1523935556.814102,116617,85982.84375
1523935715.786936,116750,74541.1171875
1523935823.169078,116850,77207.1875
1523935930.566798,116950,68369.203125
1523936252.907793,117250,80042.921875
1523936360.18357,117350,64452.75390625
1523936467.66609,117450,63511.0546875
1523936574.979012,117550,69751.171875
1523936682.360231,117650,68614.078125
1523936897.399115,117850,60505.89453125
1523937220.774203,118150,61236.3515625
1523937436.856277,118350,79302.21875
1523937651.845766,118550,52014.171875
1523938082.303978,118950,86197.5859375
1523938241.34344,119083,58115.02734375
1523938455.835527,119283,59078.9375
1523938563.169929,119383,72111.671875
1523938670.610467,119483,60508.8515625
1523939101.612606,119883,53377.83984375
1523939209.013667,119983,61801.3125
1523939316.519707,120083,63036.7109375
1523939424.38263,120183,62560.0234375
1523939853.658457,120583,76834.828125
1523939961.029387,120683,73703.734375
1523940176.304152,120883,57434.84375
1523940283.522989,120983,61769.1171875
1523940498.275805,121183,58093.6484375
1523940606.401903,121283,54310.69140625
1523940657.99207,121316,70365.1484375
1523940765.235052,121416,53309.1796875
1523940872.658392,121516,62039.4765625
1523940979.887137,121616,71500.265625
1523941088.185178,121716,78480.5703125
1523941195.454251,121816,49035.64453125
1523941410.347949,122016,67929.21875
1523941732.964628,122316,68189.40625
1523941840.443355,122416,66148.3359375
1523942057.441399,122616,58374.48046875
1523942165.618738,122716,69302.46875
1523942487.959679,123016,51988.265625
1523942595.395473,123116,62406.0390625
1523942702.79004,123216,58846.078125
1523942810.155975,123316,50309.48828125
1523943024.684283,123516,63197.85546875
1523943131.973115,123616,66947.4609375
1523943290.792003,123749,63275.375
1523943398.158585,123849,68935.5
1523943613.343548,124049,62854.25
1523944042.554595,124449,72499.4453125
1523944256.968678,124649,53627.5625
1523944471.476874,124849,58600.7265625
1523944793.556376,125149,64251.765625
1523944900.927244,125249,82189.0
1523945115.507647,125449,77431.265625
1523945330.121511,125649,61997.859375
1523945437.567022,125749,53284.08984375
1523945652.352591,125949,68124.546875
1523945704.349784,125982,55557.09375
1523945812.300316,126082,78446.03125
1523945919.618629,126182,78971.7421875
1523946026.977041,126282,70182.53125
1523946134.494601,126382,73325.09375
1523946349.698919,126582,66439.015625
1523946457.811134,126682,64055.359375
1523946887.930279,127082,58041.5625
1523946995.048361,127182,61756.3984375
1523947103.172764,127282,55576.48046875
1523947318.146984,127482,73764.78125
1523947533.215729,127682,64910.1640625
1523947640.341194,127782,62659.26953125
1523947748.35893,127882,54254.24609375
1523947855.747896,127982,64017.8359375
1523947963.717992,128082,51920.359375
1523948071.171927,128182,61770.19921875
1523948229.929721,128315,77344.5
1523948337.250017,128415,64332.5625
1523948445.056958,128515,65466.08984375
1523948552.2525,128615,63716.0234375
1523948767.443304,128815,63935.7890625
1523949089.872666,129115,65559.7890625
1523949197.209989,129215,51041.9609375
