275,11.8132143021,0.452919476972,24.0831891576
814,1.76599943638,0.397187891067,52.3927475897
185,3.315366745,0.437940021279,19.8494332413
163,0.107180655003,0.398011971835,20.2484567313
63,10.6375741959,0.305388363339,30.6757233004
216,7.82634162903,0.418552394482,7.28010988928
449,1.70308029652,0.374638810723,30.4630924235
158,0.154035657644,0.356324378094,23.7065391823
913,1.26092040539,0.422434595486,29.0688837075
202,0.375196933746,0.302301815296,22.0
879,3.37257742882,0.403397140722,7.28010988928
811,1.38807427883,0.380431889534,4.472135955
228,1.498898983,0.289359557995,19.4164878389
839,5.84815216064,0.310636558328,48.2700735446
361,0.264822036028,0.409869400024,26.0768096208
674,5.05834913254,0.448784528406,22.0227155455
730,0.568266093731,0.399572865195,47.1699056603
834,0.700596988201,0.435920888396,29.1547594742
581,1.26960670948,0.38047759948,62.9682459657
26,0.0740695744753,0.325474112027,37.0540146273
365,1.04648935795,0.376488970676,62.3939099592
752,0.0194960851222,0.2927700126,55.9732078766
329,0.543341636658,0.377331309873,12.6491106407
362,1.31243777275,0.413612458595,24.5967477525
641,7.30384206772,0.291807120915,27.5862284483
380,45.7875671387,0.473644191783,43.0116263352
111,6579.66943359,0.352063737419,7.28010988928
94,0.234821990132,0.376929711412,42.0475920833
771,5.04442644119,0.43391334505,20.1246117975
905,9.54428195953,0.307516939737,19.6977156036
48,95.1021194458,0.292940089412,23.8537208838
404,15.2190551758,0.397424324207,35.0
658,0.361124128103,0.369648112551,69.77105417
177,0.0283187776804,0.313379005909,14.5602197786
891,82.0657119751,0.40652983944,22.0227155455
351,102.286521912,0.294114650192,25.0
211,19.6653556824,0.416429773699,13.6014705087
765,8.80144309998,0.325840279342,27.2946881279
966,2.92216968536,0.390258698968,32.6496554346
119,40.885219574,0.376788460602,47.4236228055
499,0.0183481425047,0.237066938572,17.7200451467
944,1.16610610485,0.391753647373,54.4242592968
965,0.714128792286,0.448026172229,32.5729949498
901,34.9717216492,0.213645323219,32.3109888428
