Wall time,Step,Value
1523760251.070718,130560,109324.703125
1523760317.061286,130592,117527.4609375
1523760532.888888,130792,125142.625
1523760748.427204,130992,134557.5625
1523760856.697325,131092,107356.59375
1523761072.481043,131292,138645.265625
1523761288.035278,131492,103522.984375
1523761395.752299,131592,115800.6796875
1523761503.579396,131692,130157.1015625
1523761934.96686,132092,98063.8125
1523762150.52731,132292,114556.359375
1523762474.80017,132592,126170.2578125
1523762582.588661,132692,120985.921875
1523762798.993205,132892,130472.0
1523762865.002256,132924,112723.53125
1523763080.760545,133124,109552.1484375
1523763404.281471,133424,131818.921875
1523763619.770596,133624,108689.9375
1523763727.539212,133724,111333.953125
1523764158.938967,134124,116979.6875
1523764374.444424,134324,136645.40625
1523764482.146311,134424,104774.34375
1523764589.952996,134524,126678.140625
1523765236.636641,135124,138577.0
1523765410.694442,135256,116545.390625
1523765626.175831,135456,119470.203125
1523765841.608012,135656,124954.8515625
1523765949.208098,135756,128888.609375
1523766272.438746,136056,116700.28125
1523766379.953689,136156,132327.75
1523766487.922349,136256,100759.265625
1523766595.738455,136356,114662.25
1523766703.485167,136456,108677.984375
1523766811.145908,136556,130424.953125
1523767134.853812,136856,108799.4375
1523767242.571713,136956,121561.046875
1523767565.829991,137256,95116.6171875
1523767673.688109,137356,132924.59375
1523767781.429437,137456,130749.96875
1523767955.707064,137588,132825.234375
1523768063.891675,137688,95787.828125
1523768171.517564,137788,100995.75
1523768279.333793,137888,141220.5625
1523768602.773405,138188,110266.125
1523768710.492889,138288,126342.359375
1523768925.974088,138488,114323.5
1523769033.955145,138588,134798.21875
1523769141.76599,138688,128493.4375
1523769249.672078,138788,105091.328125
1523769357.360709,138888,113506.3671875
1523769465.284375,138988,111028.078125
1523769573.024505,139088,129611.296875
1523769680.491214,139188,123705.640625
1523769895.764116,139388,120897.78125
1523770003.846172,139488,135765.203125
1523770219.334572,139688,125188.46875
1523770435.101693,139888,120483.984375
1523770716.834222,140120,106929.234375
1523770824.591427,140220,138723.640625
1523770932.273334,140320,106674.1953125
1523771040.093394,140420,134045.015625
1523771147.766991,140520,100294.78125
1523771255.252086,140620,128544.75
1523771470.955819,140820,127963.53125
1523772010.044391,141320,125203.640625
1523772225.338016,141520,130983.40625
1523772440.627254,141720,100423.8046875
1523772655.82744,141920,133827.203125
1523772871.000435,142120,125297.296875
1523773045.225614,142252,113586.46875
1523773153.368159,142352,85832.75
1523773369.156531,142552,111152.578125
1523773692.490417,142852,96340.3125
1523773800.281393,142952,116156.625
1523773908.076508,143052,121997.53125
1523774015.683578,143152,131685.46875
1523774555.098717,143652,116364.5546875
1523774662.814859,143752,112584.7421875
1523774770.346113,143852,116903.53125
1523774878.044759,143952,113036.953125
1523775308.896916,144352,113488.6171875
1523775416.509857,144452,117660.0234375
1523775697.935375,144684,131367.40625
1523775805.679124,144784,102919.28125
1523776020.844341,144984,142754.90625
1523776452.308865,145384,108221.2578125
1523776559.985647,145484,118351.875
1523776667.546314,145584,126443.90625
1523776775.168849,145684,95133.703125
1523776882.722568,145784,118643.53125
1523776990.662247,145884,127198.6875
1523777314.595558,146184,96898.2265625
1523777638.027281,146484,120976.78125
1523777961.175445,146784,124984.1953125
1523778068.85124,146884,111341.625
1523778134.734524,146916,117070.625
1523778243.17521,147016,115598.0859375
1523778351.072224,147116,130955.140625
1523778567.734074,147316,129521.921875
1523778675.406139,147416,116380.015625
1523778783.047768,147516,106140.671875
1523778998.225359,147716,115381.75
1523779213.456383,147916,123538.6953125
1523779429.059029,148116,123213.3359375
1523779752.206042,148416,102561.640625
1523779859.933911,148516,88425.734375
1523780075.438602,148716,113666.6015625
1523780183.172627,148816,147268.125
1523780290.768813,148916,91318.984375
1523780680.093688,149248,103718.328125
1523780788.152141,149348,124931.2421875
1523781003.924467,149548,125822.65625
1523781219.377974,149748,105866.078125
1523781327.330179,149848,104686.0859375
1523781435.298261,149948,125527.9921875
1523781543.164357,150048,123178.3828125
1523781651.047278,150148,116198.4375
1523781758.861905,150248,101199.234375
1523781866.698379,150348,119698.90625
1523782082.328986,150548,105951.1328125
1523782189.980412,150648,108145.7109375
1523782406.265319,150848,108571.71875
1523782514.143537,150948,107135.421875
1523782621.931635,151048,122122.328125
1523782837.543064,151248,98904.203125
1523783053.320143,151448,146841.59375
1523783227.681025,151580,143263.875
1523783335.774339,151680,96853.5234375
1523783443.643637,151780,99066.421875
1523783560.854228,151880,112375.609375
1523783884.350411,152180,123780.984375
1523783992.107157,152280,126245.40625
1523784315.369374,152580,119849.828125
1523784423.138706,152680,158482.625
1523784638.614424,152880,98497.9765625
1523784746.295911,152980,93782.4921875
1523784853.96257,153080,124195.71875
1523785069.240023,153280,100368.96875
1523785176.979965,153380,141549.875
1523785392.476611,153580,116607.25
1523785500.167581,153680,106525.1328125
1523785607.93733,153780,110819.25
1523785782.249497,153912,111483.296875
1523785890.369548,154012,119295.40625
1523785998.067652,154112,130982.671875
1523786320.519392,154412,125297.5625
1523786427.951443,154512,101536.015625
1523786643.148093,154712,124126.34375
1523786966.305984,155012,99149.65625
1523787181.855797,155212,92504.734375
1523787396.744155,155412,109774.203125
1523787612.303912,155612,123053.125
1523787719.993594,155712,111660.84375
1523787827.390428,155812,98529.5234375
1523787935.653881,155912,137873.375
1523788044.083986,156012,115908.40625
1523788151.711061,156112,123514.0546875
1523788259.953196,156212,114541.609375
1523788326.493596,156244,112984.0625
1523788649.787209,156544,90635.765625
1523788757.293549,156644,106025.0078125
1523788972.588709,156844,101364.734375
1523789080.245234,156944,92675.640625
1523789187.796812,157044,123418.46875
1523789295.625944,157144,95070.75
1523789510.57531,157344,122898.5078125
1523789618.177711,157444,110132.34375
1523789725.598158,157544,113419.53125
1523789833.207639,157644,119822.96875
1523789940.689814,157744,124072.1640625
1523790156.922879,157944,104608.328125
1523790264.587137,158044,134132.90625
1523790372.866159,158144,106645.8359375
